X1.Mo,X3.Mo,X6.Mo,X9.Mo,X1.Yr,X2.Yr,X3.Yr,X5.Yr,X10.Yr
0.00012293502808932423,0.06910304591051597,0.009885038168700469,0.11768142401291266,0.0003020391465572744,0.001001745147710644,0.0022635769438505487,0.0009236871228785647,2.0753444155520496e-06
0.06204357786377802,0.0037364770684110947,0.28045429880001344,0.0961290335394571,0.09157617286387856,0.03299541618228729,0.021778981497358813,0.0838729510263413,0.08493756355235398
0.5914930465035688,0.07296860864578922,0.24362061491660852,1.2634798345516072,0.11063250447441633,0.016474760015900286,0.009521484330875848,0.33594665383241795,0.17761198087596983
3.294538599470171,0.25213177357554495,0.5663754931325778,0.6840043202551936,0.1463934983437041,0.00467230396963071,0.011573288974272131,0.1441036395157472,0.06322218934832717
3.6637288005095647,0.44239455143916295,0.11328545877728169,0.25912669344907013,0.612483785577204,0.008398906157655713,0.03518638896775456,0.04822883829103265,0.0017172815353679496
7.333737842328388,0.2789188578978613,0.12714849372968665,0.09183580413573555,0.5367215698771292,0.002667241898575671,0.10085799881044356,9.23799850868748e-05,0.0355548881372136
5.378169340614947,0.051018200196395885,0.028365735934142752,0.1640602942792442,0.00030233410540256143,0.014797541623525078,0.05179384537051322,0.08976749974422835,0.0026460558321130044
5.741240549992699,0.05011861273971129,0.10460145650727523,0.25912468670256905,0.00682468419421066,0.03299488532140663,0.07160105743597066,0.2021518916976604,0.12350985797837727
6.755264400721016,0.0024871810126240682,0.2195656563773887,0.3660761276306615,0.07149684978810567,0.0026671790029606673,0.006019411234187743,0.11533756281065433,0.06322185196280308
6.457136883244693,0.44072526753020336,0.008756870902497958,0.1347195300973074,0.2676919394006283,0.0017342670908769078,0.016278184582591355,0.11533810374507461,0.0736793616622115
0.16087339749919757,0.17545308433504578,0.3368897314558286,0.17559530047234462,0.17421452630898485,0.01647517916214608,0.056447635651677,0.10215402674815842,0.04903535989078946
2.5309920270735615,0.42103354944492727,0.42325146030981975,0.4733994081611411,0.013780584091311388,0.26869282239779746,0.20938699130838223,0.0016308487986883991,0.001717203813478163
0.4842888122124342,0.0935569212758872,2.1420594067554033,2.4119320048688295,9.502476241165827,3.7185572216052,3.0891203368433375,1.3233809877680596,0.4206313390647176
3.430244540317793,0.0006692847055223969,2.1099811629650636,2.8596126835683577,0.8697578339489114,3.528222404752291,3.562997793549972,2.5293154797959954,0.9971242885296395
34.49321547982618,3.7796402294348503,13.458458929147218,6.355633954971549,21.000291400677952,16.227656220857686,19.07585630294104,27.988135220946493,26.921167766345413
25.634911313892854,14.123540393303603,15.01234731363831,14.040290787759556,18.858234651852225,18.048534905833172,24.28116988968194,26.115989817416743,27.968881424692828
13.323183437843308,9.660472894278316,11.496011462654643,10.208261001877215,30.942588892231765,12.804638421394639,19.42688330859695,18.321651247970248,22.359293943527856
12.482754499250722,5.608041357775726,8.93159055468369,7.387721130685648,86.72462511019745,16.308328557667856,19.42689313596574,19.805873330531394,21.146769175815287
6.610528193182625,3.441509441301979,3.7852678742249504,3.6788605370449723,12.47929892642089,8.056272596839877,16.221529956184778,18.92579064185661,18.99706074739775
14.938961761884778,7.404552801196146,5.047105072484042,5.769771765634401,10.775492487710375,9.476285474368186,17.119710294840402,22.66119325096852,25.89346229201893
13.21392202512797,8.86330909167571,8.154314929387686,7.997777717518148,9.196686634664111,10.5518284772591,17.285623425292513,20.253389873647066,21.88894277077168
29.23669192878513,13.119834713096772,9.08163983797255,10.706203726827864,12.835046731836657,10.813298543831316,15.583540919196873,18.15080235638038,19.789705413406114
16.370900992482866,10.356370104125887,10.167015204664125,9.960543686057822,12.835042491246977,10.813299995080657,16.790329832369704,20.253375654621383,20.871761547977986
18.24227449125765,9.370527185812623,9.099728002340445,10.43956926331179,12.835038262970416,11.345838801492015,16.626834858533826,21.905903287217445,21.054905257583265
12.860099881736689,7.177747771693683,8.794637168096406,11.363853736956912,12.83503402849671,14.12526007898153,18.383537038162427,24.111767702684283,24.389400274587473
7.033627567584732,7.69026180333453,9.850654037914989,10.62128226414854,13.195789900830935,14.275996105915507,19.781179759428873,26.732753758462174,26.921182935480108
